"Catalog.","Old.","Order","Family","Genus","Updated.Genus","Species","Country","State","County","Date","Year","Locality","Collector","Remarks"
2417,"300A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Boone","06/17/1969",1969,"2.0 mi. below Easley",NA,NA
2426,"322A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Boone","06/17/1969",1969,"2.0 mi. below Easley",NA,NA
5802,"298A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Callaway","09/17/1970",1970,"4.0 mi E of Cedar City",NA,NA
5804,"296A dupl","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Callaway","09/17/1970",1970,"4.0 mi E of Cedar City",NA,NA
2404,"286A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Callaway","09/17/1970",1970,"4.0 mi. E. of Cedar City",NA,NA
2405,"287A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Callaway","09/17/1970",1970,"4.0 mi. E. of Cedar City",NA,NA
2406,"287A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Callaway","09/17/1970",1970,"4.0 mi. E. of Cedar City",NA,NA
2407,"288A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Callaway","09/17/1970",1970,"4.0 mi. E. of Cedar City",NA,NA
2408,"288A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Callaway","09/17/1970",1970,"4.0 mi. E. of Cedar City",NA,NA
2409,"289A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Callaway","09/17/1970",1970,"4.0 mi. E. of Cedar City",NA,NA
2425,"320A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Callaway","09/17/1970",1970,"4.0 mi. E. of Cedar City",NA,NA
2411,"291A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/16/1969",1969,"7.0 mi. E. of Booneville",NA,NA
2412,"292A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/16/1969",1969,"7.0 mi. E. of Booneville",NA,NA
2410,"290A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/20/1969",1969,"7.0 mi. E. of Booneville",NA,NA
3330,"1224A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","NM","Chaves","06/01/1978",1978,"Bottomless Lakes St. Park","D. Metter",NA
3331,"1225A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","NM","Chaves","06/01/1978",1978,"Bottomless Lakes St. Park","D. Metter",NA
5801,"306A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Montgomery","09/07/1969",1969,"E of Rhineland",NA,NA
5803,"279A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Montgomery","09/07/1969",1969,"E of Rhineland",NA,NA
2393,"276A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Montgomery","09/07/1969",1969,"E. of Rhineland",NA,NA
2394,"277A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Montgomery","09/07/1969",1969,"E. of Rhineland",NA,NA
2395,"278A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Montgomery","09/07/1969",1969,"E. of Rhineland",NA,NA
2396,"279A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Montgomery","09/07/1969",1969,"E. of Rhineland",NA,NA
2413,"293A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Montgomery","09/07/1969",1969,"E. of Rhineland",NA,NA
2414,"294A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Montgomery","09/07/1969",1969,"E. of Rhineland",NA,NA
2415,"295A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Montgomery","09/07/1969",1969,"E. of Rhineland",NA,NA
2418,"303A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Montgomery","09/07/1969",1969,"E. of Rhineland",NA,NA
2419,"304A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Montgomery","09/07/1969",1969,"E. of Rhineland",NA,NA
2420,"305A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Montgomery","09/07/1969",1969,"E. of Rhineland",NA,NA
5941,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/11/1977",1977,"Howard Co Research Area","S. Femmer",NA
5942,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/11/1977",1977,"Howard Co Research Area","S. Femmer",NA
5943,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/11/1977",1977,"Howard Co Research Area","S. Femmer",NA
5944,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/11/1977",1977,"Howard Co Research Area","S. Femmer",NA
5945,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/11/1977",1977,"Howard Co Research Area","S. Femmer",NA
5946,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/11/1977",1977,"Howard Co Research Area","S. Femmer",NA
5947,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/11/1977",1977,"Howard Co Research Area","S. Femmer",NA
5948,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/11/1977",1977,"Howard Co Research Area","S. Femmer",NA
5949,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/11/1977",1977,"Howard Co Research Area","S. Femmer",NA
5950,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/11/1977",1977,"Howard Co Research Area","S. Femmer",NA
5951,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/11/1977",1977,"Howard Co Research Area","S. Femmer",NA
5952,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/11/1977",1977,"Howard Co Research Area","S. Femmer",NA
5953,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/11/1977",1977,"Howard Co Research Area","S. Femmer",NA
5954,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/11/1977",1977,"Howard Co Research Area","S. Femmer",NA
5955,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/11/1977",1977,"Howard Co Research Area","S. Femmer",NA
5956,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/11/1977",1977,"Howard Co Research Area","S. Femmer",NA
5957,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/11/1977",1977,"Howard Co Research Area","S. Femmer",NA
5958,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/11/1977",1977,"Howard Co Research Area","S. Femmer",NA
5959,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/11/1977",1977,"Howard Co Research Area","S. Femmer",NA
5960,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/11/1977",1977,"Howard Co Research Area","S. Femmer",NA
5961,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/11/1977",1977,"Howard Co Research Area","S. Femmer",NA
5962,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/11/1977",1977,"Howard Co Research Area","S. Femmer",NA
5963,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/11/1977",1977,"Howard Co Research Area","S. Femmer",NA
5964,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/11/1977",1977,"Howard Co Research Area","S. Femmer",NA
5965,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/11/1977",1977,"Howard Co Research Area","S. Femmer",NA
5966,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/11/1977",1977,"Howard Co Research Area","S. Femmer",NA
5967,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/11/1977",1977,"Howard Co Research Area","S. Femmer",NA
5968,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/11/1977",1977,"Howard Co Research Area","S. Femmer",NA
5969,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/11/1977",1977,"Howard Co Research Area","S. Femmer",NA
5970,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/11/1977",1977,"Howard Co Research Area","S. Femmer",NA
5971,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/11/1977",1977,"Howard Co Research Area","S. Femmer",NA
5972,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/11/1977",1977,"Howard Co Research Area","S. Femmer",NA
2200,"64A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Osage","04/19/1976",1976,"Hwy. 100 between Chamois & Morrison","S. Femmer",NA
2201,"65A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Osage","04/19/1976",1976,"Hwy. 100 between Chamois & Morrison","S. Femmer",NA
2202,"66A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Osage","04/19/1976",1976,"Hwy. 100 between Chamois & Morrison","S. Femmer",NA
2170,"34A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Warren","07/24/1975",1975,"Hwy. 94 2.0 mi. W. of Trelor","S. Femmer",NA
2159,"23A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","St. Charles","08/05/1975",1975,"Hwy. 94 at jct. J&H. Portage de Sioux area","S. Femmer",NA
2207,"71A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Warren","05/31/1975",1975,"Hwy. 94 between Marthasville & Treloar","S. Femmer",NA
2208,"72A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Warren","05/31/1975",1975,"Hwy. 94 between Marthasville & Treloar","S. Femmer",NA
2164,"28A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","St. Charles","08/05/1975",1975,"Hwy. 94 just E. of U.E. Portage de Sioux Pwr. plant","S. Femmer",NA
2165,"29A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","St. Charles","08/05/1975",1975,"Hwy. 94 just E. of U.E. Portage de Sioux Pwr. plant","S. Femmer",NA
2209,"73A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","St. Charles","05/31/1975",1975,"Hwy. 94 just W. of Defiance","S. Femmer",NA
2210,"74A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","St. Charles","05/31/1975",1975,"Hwy. 94 just W. of Defiance","S. Femmer",NA
2211,"75A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","St. Charles","05/31/1975",1975,"Hwy. 94 just W. of Defiance","S. Femmer",NA
2212,"76A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","St. Charles","05/31/1975",1975,"Hwy. 94 just W. of Defiance","S. Femmer",NA
2213,"77A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","St. Charles","05/31/1975",1975,"Hwy. 94 just W. of Defiance","S. Femmer",NA
2169,"33A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","St. Charles","08/08/1975",1975,"Hwy. 94 just W. of U.E. Pwr plant in the Portage de Sioux Area","S. Femmer",NA
2168,"32A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","St. Charles","08/05/1975",1975,"Hwy. H in the Portage de Sioux Area","S. Femmer",NA
2160,"24A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","St. Charles","08/05/1975",1975,"Hwy. H; Portage de Sioux area","S. Femmer",NA
2161,"25A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","St. Charles","08/05/1975",1975,"Hwy. H; Portage de Sioux area","S. Femmer",NA
2162,"26A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","St. Charles","08/05/1975",1975,"Hwy. H; Portage de Sioux area","S. Femmer",NA
2163,"27A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","St. Charles","08/05/1975",1975,"Hwy. H; Portage de Sioux area","S. Femmer",NA
2215,"79A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Saline","05/06/1977",1977,"Hwy.240, 1.0 to 2.0 mi. W. of Glasgow in MO. R. bottoms","S. Femmer",NA
2216,"80A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Saline","05/06/1977",1977,"Hwy.240, 1.0 to 2.0 mi. W. of Glasgow in MO. R. bottoms","S. Femmer",NA
2217,"81A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Saline","05/06/1977",1977,"Hwy.240, 1.0 to 2.0 mi. W. of Glasgow in MO. R. bottoms","S. Femmer",NA
2172,"36A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Warren","07/24/1975",1975,"Hwy.94 0.5 mi. E. of Treloar","S. Femmer",NA
2173,"37A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Warren","07/24/1975",1975,"Hwy.94 2.0 mi. W. of Treloar","S. Femmer",NA
2174,"38A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Warren","07/24/1975",1975,"Hwy.94 3.0 mi. W. of Treloar","S. Femmer",NA
2176,"40A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","St. Charles","07/24/1975",1975,"Hwy.94 just W. of Defiance","S. Femmer",NA
2175,"39A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Warren","07/24/1975",1975,"Hwy.94 just W. of Marthasville","S. Femmer",NA
2203,"67A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Warren","05/31/1975",1975,"Jct. 47-94 at Marthasville","S. Femmer",NA
2204,"68A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Warren","05/31/1975",1975,"Jct. 47-94 at Marthasville","S. Femmer",NA
2205,"69A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Warren","05/31/1975",1975,"Jct. 47-94 at Marthasville","S. Femmer",NA
2206,"70A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Warren","05/31/1975",1975,"Jct. 47-94 at Marthasville","S. Femmer",NA
2181,"45A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Cooper","05/30/1975",1975,"MO. River bottom near Wooldridge","S. Femmer",NA
2194,"58A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Cooper","05/25/1975",1975,"MO. River bottoms between hwy. 70 & Wooldridge","S. Femmer",NA
2195,"59A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Cooper","05/25/1975",1975,"MO. River bottoms between hwy. 70 & Wooldridge","S. Femmer",NA
2196,"60A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Cooper","05/25/1975",1975,"MO. River bottoms between hwy. 70 & Wooldridge","S. Femmer",NA
2141,"5A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","05/19/1975",1975,"MO. river bottoms off hwy. 40 along dirt roads","S. Femmer",NA
2142,"6A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","05/19/1975",1975,"MO. river bottoms off hwy. 40 along dirt roads","S. Femmer",NA
2427,"323A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Boone","05/14/1970",1970,"Near Easley",NA,NA
2145,"9A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Callaway","08/25/1975",1975,"Old hwy. 94 just E. of Cedar City","S. Femmer",NA
2146,"10A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Callaway","08/25/1975",1975,"Old hwy. 94 just E. of Cedar City","S. Femmer",NA
2147,"11A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Callaway","08/25/1975",1975,"Old hwy. 94 just E. of Cedar City","S. Femmer",NA
2148,"12A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Callaway","08/25/1975",1975,"Old hwy. 94 just E. of Cedar City","S. Femmer",NA
2149,"13A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Callaway","08/25/1975",1975,"Old hwy. 94 just E. of Cedar City","S. Femmer",NA
2150,"14A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Callaway","08/25/1975",1975,"Old hwy. 94 just E. of Cedar City","S. Femmer",NA
2151,"15A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Callaway","08/25/1975",1975,"Old hwy. 94 just E. of Cedar City","S. Femmer",NA
2152,"16A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Callaway","08/25/1975",1975,"Old hwy. 94 just E. of Cedar City","S. Femmer",NA
2153,"17A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Callaway","08/25/1975",1975,"Old hwy. 94 just E. of Cedar City","S. Femmer",NA
2154,"18A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Callaway","08/25/1975",1975,"Old hwy. 94 just E. of Cedar City","S. Femmer",NA
2155,"19A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Callaway","08/25/1975",1975,"Old hwy. 94 just E. of Cedar City","S. Femmer",NA
2156,"20A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Callaway","08/25/1975",1975,"Old hwy. 94 just E. of Cedar City","S. Femmer",NA
2157,"21A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Callaway","08/25/1975",1975,"Old hwy. 94 just E. of Cedar City","S. Femmer",NA
2158,"22A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Callaway","08/25/1975",1975,"Old hwy. 94 just E. of Cedar City","S. Femmer",NA
2166,"30A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","St. Louis","08/06/1975",1975,"Olive st. Rd. which is right off of Chesterfield airport rd.","S. Femmer",NA
2167,"31A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","St. Louis","08/06/1975",1975,"Olive st. Rd. which is right off of Chesterfield airport rd.","S. Femmer",NA
2182,"46A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","05/25/1975",1975,"On dirt Rd. in MO. River bottoms; off Hwy.40","S. Femmer",NA
2183,"47A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","05/25/1975",1975,"On dirt Rd. in MO. River bottoms; off Hwy.40","S. Femmer",NA
2184,"48A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","05/25/1975",1975,"On dirt Rd. in MO. River bottoms; off Hwy.40","S. Femmer",NA
2185,"49A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","05/25/1975",1975,"On dirt Rd. in MO. River bottoms; off Hwy.40","S. Femmer",NA
2186,"50A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","05/25/1975",1975,"On dirt Rd. in MO. River bottoms; off Hwy.40","S. Femmer",NA
2187,"51A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","05/25/1975",1975,"On dirt Rd. in MO. River bottoms; off Hwy.40","S. Femmer",NA
2188,"52A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","05/25/1975",1975,"On dirt Rd. in MO. River bottoms; off Hwy.40","S. Femmer",NA
2189,"53A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","05/25/1975",1975,"On dirt Rd. in MO. River bottoms; off Hwy.40","S. Femmer",NA
2190,"54A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","05/25/1975",1975,"On dirt Rd. in MO. River bottoms; off Hwy.40","S. Femmer",NA
2191,"55A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","05/25/1975",1975,"On dirt Rd. in MO. River bottoms; off Hwy.40","S. Femmer",NA
2192,"56A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","05/25/1975",1975,"On dirt Rd. in MO. River bottoms; off Hwy.40","S. Femmer",NA
2193,"57A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","05/25/1975",1975,"On dirt Rd. in MO. River bottoms; off Hwy.40","S. Femmer",NA
6466,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Moniteau","06/09/1998",1998,"Plowboy Bend Cons. Area, S. entrance at jct. Bethyl  School Rd and gravel rd","R. Daniel
J. Daniel",NA
2199,"63A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Franklin","04/19/1976",1976,"Rt. B just E. of Berger","S. Femmer",NA
2177,"41A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","St. Louis","08/06/1975",1975,"Service Rd. along hwy 40-61, just S. of the MO. River bridge","S. Femmer",NA
2171,"35A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","St. Louis","08/06/1975",1975,"Service Rd. along hwy. 40-61, just S. of the MO. River bridge","S. Femmer",NA
2416,"299A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Callaway","09/14/1974",1974,"Southern part of county","D. Metter",NA
2397,"280A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Callaway","09/04/1969",1969,"W. of Wainwright",NA,NA
2398,"281A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Callaway","09/04/1969",1969,"W. of Wainwright",NA,NA
2399,"282A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Callaway","09/04/1969",1969,"W. of Wainwright",NA,NA
2400,"283A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Callaway","09/04/1969",1969,"W. of Wainwright",NA,NA
2401,"284A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Callaway","09/04/1969",1969,"W. of Wainwright",NA,NA
2402,"285A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Callaway","09/04/1969",1969,"W. of Wainwright",NA,NA
2421,"314A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Callaway","09/04/1969",1969,"W. of Wainwright",NA,NA
2422,"315A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","SD","Camdell","06/04/1966",1966,NA,"R. Aldridge",NA
2423,"316A","Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","SD","Camdell","06/04/1966",1966,NA,"R. Aldridge",NA
5810,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/28/1977",1977,NA,NA,NA
5811,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/28/1977",1977,NA,NA,NA
5812,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/28/1977",1977,NA,NA,NA
5813,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/28/1977",1977,NA,NA,NA
5814,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/28/1977",1977,NA,NA,NA
5815,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/28/1977",1977,NA,NA,NA
5816,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/28/1977",1977,NA,NA,NA
5817,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/28/1977",1977,NA,NA,NA
5818,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/28/1977",1977,NA,NA,NA
5819,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/28/1977",1977,NA,NA,NA
5820,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/28/1977",1977,NA,NA,NA
5821,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/28/1977",1977,NA,NA,NA
5822,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/28/1977",1977,NA,NA,NA
5823,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/28/1977",1977,NA,NA,NA
5824,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/28/1977",1977,NA,NA,NA
5825,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/28/1977",1977,NA,NA,NA
5826,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/28/1977",1977,NA,NA,NA
5827,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/28/1977",1977,NA,NA,NA
5828,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/28/1977",1977,NA,NA,NA
5829,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/28/1977",1977,NA,NA,NA
5830,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/28/1977",1977,NA,NA,NA
5831,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/28/1977",1977,NA,NA,NA
5832,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/28/1977",1977,NA,NA,NA
5833,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/28/1977",1977,NA,NA,NA
5834,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/28/1977",1977,NA,NA,NA
5835,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/28/1977",1977,NA,NA,NA
5836,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/28/1977",1977,NA,NA,NA
5837,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/28/1977",1977,NA,NA,NA
5838,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/28/1977",1977,NA,NA,NA
5839,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/28/1977",1977,NA,NA,NA
5840,NA,"Anura","Scaphiopodidae","Spea",NA,"bombifrons","USA","MO","Howard","08/28/1977",1977,NA,NA,NA
3337,"1231A","Anura","Scaphiopodidae","Spea",NA,"hammondii","USA","TX","Brewster","07/29/1978",1978,"118 S. on Alpine on road","B. Miller
M. Donovan",NA
3338,"1232A","Anura","Scaphiopodidae","Spea",NA,"hammondii","USA","TX","Brewster","07/29/1978",1978,"118 S. on Alpine on road","B. Miller
M. Donovan",NA
3062,"965A","Anura","Scaphiopodidae","Spea",NA,"hammondii","USA","TX","Starr","04/02/1969",1969,"14.0 mi. W. of Rio Grande","Maltz, Ward, & Aldridge",NA
3063,"966A","Anura","Scaphiopodidae","Spea",NA,"hammondii","USA","TX","Starr","04/02/1969",1969,"14.0 mi. W. of Rio Grande","Maltz, Ward, & Aldridge",NA
