"Catalog.","Old.","Order","Family","Genus","Updated.Genus","Species","Country","State","County","Date","Year","Locality","Collector","Remarks"
7743,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"getula","USA","MO","Boone","09/30/2004",2004,"Ginn Ln, 0.9mi S Jct Rt. AB","R. Daniel","DOR male
SVL= 25.6 cm
TL= 30.1 cm"
7887,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"getula","USA","AZ","Maricopa","09/11/1980",1980,"Bush Hwy, 0.2mi NE Jct. Ellsworth Rd.","R. Daniel
R. Graham","AOR female
died 10/2005"
7905,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"getula","USA","MO","Ripley","04/22/2005",2005,"CR 160W-21, 0.1mi N Jct. US 160
S5 23N 1W","B Edmond","old barn"
7967,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"getula","USA","MO","Linn","08/26/2004",2004,"MO 139, 0.5mi S MO 36
NENE S7 57N 20R
N 39o 46.27’ W 93o 10.52’","Mike Rochford
Trisha Crabill","DOR
 "
7998,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"getula","USA","MO","Gentry","05/07/2007",2007,"Albany, MO 85 next to public school
NE S2 63N 31W","P. Frese","DOR"
8083,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"getula","USA","MO","Bollinger","04/23/1962",1962,"2 mi W Arab","Ray Evans",NA
8133,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"getula","USA","MO","Camden","08/01/2008",2008,"Lake of the Ozarks, Carol Rd off of Rt. HH just past golf course","K. Stohlgren","DOR female?
SVL= 74.8 cm
85.4 cm"
8136,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"getula","USA","MO","Greene","04/23/2008",2008,"FR 60, 0.5 mi. E Jct. MO 123","B. Edmond
M. Bowe","DOR"
8386,"MEC 227","Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"getula","USA","MO","Boone","07/07/1978",1978,"Ashland Wildlife Area, MEC site 01-A","M. Clawson","female
86.4 g
SVL= 53.2 cm"
8387,"MEC 556","Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"getula","USA","MO","Boone","09/07/1978",1978,"Ashland Wildlife Area, MEC site 06","M. Clawson","male
146.9 g
SVL= 69.0 cm"
8583,"MEC 166","Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"getula","USA","MO","Boone","07/07/1978",1978,"Ashland Wildlife Area, MEC site 05","M. Clawson","male
33.2 g
SVL=48.9 cm"
8651,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"getula","USA","MO","Adair","06/16/1964",1964,"5 mi. NE Kirksville","H.D. Crawford",NA
8750,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"getula","USA","MO","Adair","04/06/2010",2010,"W Michigan Str., ~200m E Big Creek CA (N parking lot)","A. Wilmes","N40o 11’02.5”
W92o 37’08.31”"
8818,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"getula","USA","MO","Camden","05/20/2012",2012,"37o 55’ 54.42”
93o 03’ 29.42”","H.C. Gerhardt","male
SVL= 85.9 cm
TL= 99.4 cm"
4498,"412S","Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"pyromelana","USA","AZ","Cochise","06/03/1976",1976,"Chiricahua Nat. Monument","P. Engle",NA
4538,"450S","Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"pyromelana","USA","AZ","Graham","05/19/1975",1975,"Graham Mts., Wet Canyon at Hwy. 366","R. Johnson, & J. Hayes",NA
4539,"451S","Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"pyromelana","USA","AZ","Graham","05/19/1975",1975,"Graham Mts., Wet Canyon at Hwy. 366","R. Johnson, & J. Hayes",NA
4322,"233S","Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"triangulum","USA","MO","Barry",NA,1939,"Roaring River State Park","Rowe","Aug. 1939"
4323,"234S","Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"triangulum","USA","MO","Boone","05/31/1946",1946,"Columbia","W. Cotton",NA
4324,"236S","Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"triangulum","USA","MO","Taney",NA,1971,NA,"Herp. Class","Spring 1971"
4325,"237S","Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"triangulum","USA","MO","Stoddard","04/18/1970",1970,"Mingo Swamp","Herp. Class",NA
4326,"238S","Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"triangulum","USA","MO","Boone","05/31/1946",1946,"Columbia","W. Cotton",NA
4526,"440S","Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"triangulum","USA","MO","Boone",NA,1977,"Near Easley","R. McGuirk","May 1977"
6639,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"triangulum","USA","MO","Phelps","07/10/1999",1999,"Kaintuck Hollow; FS1576, 1.2mi NE jct. Rt. T","R. Daniel
B. Edmond
J. Sapp","male DOR
SVL=38.5 cm
TL=44.6 cm"
7075,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"triangulum","USA","MO","Cedar","07/09/2000",2000,"Rt. B, 1.2 mi E Horse Creek
S25 34N 29W","B. Edmond
P. Frese","DOR female
SVL= 42.8 cm
TL= 48.9 cm"
7352,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"triangulum","USA","MO","Pike","06/07/2002",2002,"MO 79, 2.2mi N Jct. Rt. TT
S1 55N 3W","E. East","DOR male
SVL= 49.1 cm
TL= 57.9 cm"
7564,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"triangulum","USA","MO","Boone","09/23/2003",2003,"Wren School Rd, 0.5mi S Jct Fox Hollow Rd
SE S11 46N 13W","R. Daniel","DOR male
SVL= 61.3 cm
TL= 69.1 cm"
7703,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"triangulum","USA","MO","Lincoln","06/05/1979",1979,"Cuivre River S.P., btw. beach and camground","B. Schuette","DOR"
7777,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"triangulum","USA","MO","Boone","10/10/2004",2004,"Rt. F, 0.8mi N Jct. MO 124","R. Daniel","DOR female
SVL= 52.3 cm TL= 59.4 cm"
8002,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"triangulum","USA","MO","Gentry","09/05/2006",2006,"Albany, College St., nr. Hy-Vee
NW S19 63N 30W","H. Frese
G. Frese","DOR"
8018,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"triangulum","USA","MO","Crawford","09/29/2002",2002,"Woodson Woods CA 
N37o 56.84’ W91o 30.97’","R. Daniel
B. Edmond","died 7/2007"
8584,"UMC 235S","Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"triangulum","USA","MO","Wayne","06/11/1967",1967,NA,"J. Morris",NA
8635,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"triangulum","USA","MO","Grundy","06/01/1964",1964,"1 mi N Edinburg","D. Thomas
R. White",NA
8731,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"triangulum","USA","MO","Boone","01/09/2010",2010,"6300 Rt. E
N39o 4.365’
W92o 25.311’","Don Miles","caught in basement(tissue)"
8734,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"triangulum","USA","MO","Boone","04/29/2010",2010,"Smith Hatchery Rd, 0.9mi S Jct. Woody Proctor Rd
N38o 49.7716’
W92o 23.0650’","R. Daniel","DOR female (tiss)
SVL= 69.0 cm
TL= 75.4 cm (incomp)"
8790,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"triangulum","USA","MO","Maries","04/15/2000",2000,"Spring Creek Gap CA
38o 8.529’
91o 48.545’","R. Daniel","pres. 5/2011
same as UMC 227P"
8797,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"triangulum","USA","MO","Randolph","06/07/2011",2011,"Rt. T, 0.1 mi S Jct Rt. B
N39o 16.9039’
W92o 25.6999’","R. Daniel","AOR (I hit) male
SVL= 61.1cm
TL= 70.3 cm
tiss. sample"
8840,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"triangulum","USA","MO","Camden","04/13/2013",2013,"Rt. T, ~0.1mi SSW Jct. MO 7
N37o 54.137’
W92o 31.458’","Jerome Link
Mitch Tucker
R. Daniel
Herp Class","male, under rock in roadcut
SVL= 54.7 cm
TL= 63.5 cm"
8977,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"triangulum","USA","MO","Bollinger","05/30/2020",2020,"Duck Creek CA, Pool 1
N37o 03.4035’ 
W90o 05.4869’","R. Daniel
C. Gerhardt","AOR male
SVL=82.1 cm
TL= 90.9 cm (1.4 cm removed for DNA)"
2112,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"triangulum syspila","USA","MO","Shannon","06/05/1994",1994,"MO106; 1.3mi W Jct Rt. HH","R. Daniel 
P. Niekamp","DOR, Stomach contained 8 lizard eggs (E. fasciatus?)"
6004,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"triangulum syspila","USA","MO","Boone","04/19/1994",1994,"UMC Campus, ridge behind Hearne’s Bldg","R. Daniel","under rock
71oF, clear
died 12/12/95"
6351,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis",NA,"triangulum syspila","USA","MO","Iron","10/11/1981",1981,"Black River X MO 49","C. Peterson","Pres. 1/9/98
SVL=93.7cm*
TL=106.9cm*
*State record size"
4912,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis ",NA,"calligaster","USA","MO","Boone",NA,1964,"Green WLA","Jack Stanford","10/64"
4943,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis ",NA,"calligaster","USA","MO","Boone","10/29/1946",1946,"Columbia","K. Rowe",NA
5981,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis ",NA,"calligaster","USA","MO","Boone","05/13/1995",1995,"Rangeline Rd X David Allen Rd","R. Daniel,
K. Daniel","DOR
"
6051,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis ",NA,"calligaster","USA","MO","Boone","04/25/1996",1996,"Ginlet Ln, 0.1mi N Rt AB","R. Daniel","DOR"
6411,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis ",NA,"calligaster","USA","MO","Iron","10/11/1981",1981,"Black River X MO 49; 
under debris in trash pile","R. Daniel
Herp Class","male Pres. 5/6/98
SVL=123.2 cm
TL=140.1 cm"
7129,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis ",NA,"calligaster","USA","MO","Maries","04/07/2001",2001,"US 63; 0.4mi. N Jct. CR 209","R. Daniel
Nick Pieroni","DOR male
SVL= 73.7 cm
TL= 85.8 cm"
7266,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis ",NA,"calligaster","USA","MO","Laclede","04/16/2002",2002,"Rt. D, 0.7 mi N Jct. Rt. E
S19 36N 16W","R. Daniel","DOR female
SVL= 83.9 cm
TL= 97.7 cm"
7731,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis ",NA,"calligaster","USA","MO","Osage","09/04/2004",2004,"US 63, 0.65mi N Jct. Rt. JJ","R. Daniel","DOR male
SVL= 65.4 cm
TL= 77.1 cm"
7732,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis ",NA,"calligaster","USA","MO","Boone","09/06/2004",2004,"US 63, 2.25mi N Jct. Rt. Y","R. Daniel","DOR male
SVL= 930. cm
TL= 108.9  cm"
7739,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis ",NA,"calligaster","USA","MO","Barry","09/19/2004",2004,"MO 12 at Cassville Golf Course
NENE S9 22N 27W","R. Daniel","DOR male
SVL= 60.8 cm
TL= 72.1 cm"
7997,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis ",NA,"calligaster","USA","MO","Dade","10/14/2007",2007,"Niawathe Prairie CA","M. Bowe
B. Edmond
J. Edmond, A. Edmond","DOR"
6607,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis ",NA,"getula","USA","MO","Callaway","05/11/1999",1999,"Rt. H, 0.95mi E jct. Rt. J","R. Daniel","DOR female
SVL=76.9cm
TL=86.0cm"
6723,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis ",NA,"getula","USA","MO","Greene","05/01/1999",1999,"Springfield, Ritter Spring City Park, nr Party Cave","B. Edmond","DOR female
SVL= 68.9cm
TL= 78.8cm"
7282,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis ",NA,"getula","USA","MO","Dallas","04/16/2002",2002,"Marigold Rd., 3.1mi. N Jct. Industry Rd.; 37o47.72N  92o 51.75W
S1 35N 18W","B. Edmond","female
SVL= 27.7 cm
TL= 31.9 cm"
7831,NA,"Squamata:  Serpentes","Colubridae","Lampropeltis ",NA,"getula","USA","MO","Wayne","04/23/2005",2005,"Mingo NWR, Monopoly Lake Overlook","C. Gerhardt
Herp Class","male
SVL= 65.1 cm
TL= 75.4 cm"
4279,"187S","Squamata:  Serpentes","Colubridae","Liochlorophis",NA,"vernalis","USA","ND","Stutsman","06/10/1969",1969,NA,"S. Allen","Fox den"
4643,"537S","Squamata:  Serpentes","Colubridae","Liochlorophis",NA,"vernalis","USA","NY","Orange","04/30/1981",1981,"Port Jervis",NA,NA
4313,"224S","Squamata:  Serpentes","Colubridae","Liodytes",NA,"alleni","USA","FL","Alachua","08/26/1960",1960,"Paynes Prarie","Telford",NA
4637,"529S","Squamata:  Serpentes","Colubridae","Nerodia",NA,"cyclopion","USA","LA","Tensas","09/08/1980",1980,"SW end of Lake Bruin","K. Neithammer",NA
6599,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"erythrogaster","USA","MO","Chariton","05/01/1999",1999,"CR 110, 0.6mi E Jct. MO 139","Doug Clark
R. Daniel
","female, AOR
SVL=71.8cm
TL=80.0cm"
7305,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"erythrogaster","USA","MO","Newton","05/11/2002",2002,"Bethyl Rd., just S Jct. Kentucky Rd.
S13/14 25N 34W","B. Edmond","DOR male
SVL= 41.3 cm
TL= 54.6 cm"
7406,"GRB 6","Squamata:  Serpentes","Colubridae","Nerodia",NA,"erythrogaster","USA","MO","St. Charles","09/05/1983",1983,"4.5mi N O’Fallon; Dalbow Rd, 3 mi NE Jct. MO 79","G.R. Boyd","female sunning on gravel rd near Marshland Game Preserve"
7426,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"erythrogaster","USA","MO","Christian","11/03/2002",2002,"Billings; US 60, 0.6mi NE Jct. MO 14
SW S3 27N 24W","D. Harter
M. Harter","DOR female
SVL= 95.7 cm
TL= 105.6 cm"
7462,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"erythrogaster","USA","MO","Bates","05/11/2003",2003,"RR crossing S of Amoret; N38o 12’ 52.11” W94o 35’ 10.96”  S6 39N 33W","B. Edmond","female
SVL= 68.1 cm
TL= 90.4 cm"
7490,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"erythrogaster","USA","MO","Wayne","04/19/2003",2003,"Mingo NWR, Monopoly Lake boat ramp","R. Daniel
B. Edmond
Herp Class","male
SVL= 21.1 cm
TL= 28.1 cm"
7636,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"erythrogaster","USA","MO","Dade","04/24/2003",2003,"Arcola; CR 22, 0.1mi W Jct. MO 39
S34 33N 27W","B. Edmond","DOR"
7965,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"erythrogaster","USA","MO","Howell","07/11/2006",2006,"0.6mi N Brandsville
S13 23N 7W","Andy Day","female
SVL= 109.9
TL= 131.9"
8071,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"erythrogaster","USA","MO","Bollinger","07/14/1961",1961,"Duck Creek Cons. Area, Pool 1","E. Hartowicz
Blanchard","in duck trap"
8138,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"erythrogaster","USA","MO","Bates","05/25/2008",2008,"MO 52, 1.2 mi. W St. Clair","B. Edmond","DOR"
8164,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"erythrogaster","USA","MO","Bollinger","04/25/2009",2009,"Duck Creek Cons. Area, pool 1
N37o 3.3297’
W90o 6.6574’","R. Daniel
B. Edmond
Herp. Class","DOR female
SVL= 40.4 cm
TL= 51.3 cm"
8796,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"erythrogaster","USA","MO","Cedar","04/28/2002",2002,"CR 1575, 0.1mi S Jct. CR 676 N37o 47.531’
W93o 46.896’","B. Edmond","roadside sloughdied 6/6/2011"
4439,"353S","Squamata:  Serpentes","Colubridae","Nerodia",NA,"erythrogaster flavigaster","USA","MO","Bollinger","04/01/1962",1962,"Duck Creek","N.R. Holler",NA
4455,"368S","Squamata:  Serpentes","Colubridae","Nerodia",NA,"erythrogaster flavigaster","USA","MO","Bollinger","06/01/1967",1967,"Duck Creek ","N.R. Holler",NA
4918,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"erythrogaster flavigaster","USA","MO","Bollinger","05/17/1967",1967,"Duck Creek WLA","N.R. Holler","DOR"
6169,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"erythrogaster flavigaster","USA","MO","Pike","10/12/1995",1995,"Ashburn; Rt TT, 0.75mi E Jct MO 79","B. Edmond","DOR"
6565,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"erythrogaster flavigaster","USA","MO","Wayne","10/10/1997",1997,"Mingo NWR, 5.8mi SW May Pond","R. Daniel
B. Edmond","female
SVL=49.4 cm
TL=62.0"
7446,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"fasciata","USA","MO","Wayne","04/19/2003",2003,"Mingo NWR, 0.3mi SE May Pond (nr. Monopoly Lk boat ramp)","R. Daniel
B. Edmond
Herp Class","DOR
SVL= 19.0 cm
TL= 25.0 cm"
4436,"350S","Squamata:  Serpentes","Colubridae","Nerodia",NA,"fasciata confluens","USA","MO","Stoddard","04/09/1973",1973,"Duck Creek","Herp. Class",NA
4438,"352S","Squamata:  Serpentes","Colubridae","Nerodia",NA,"fasciata confluens","USA","MO","Stoddard","04/14/1967",1967,NA,"N.R. Holler",NA
4434,"348S","Squamata:  Serpentes","Colubridae","Nerodia",NA,"fasciata pictivientris","USA","FL","Dade","01/01/1974",1974,"Homestead AFB","J. Ward",NA
4437,"351S","Squamata:  Serpentes","Colubridae","Nerodia",NA,"fasciata pictivientris","USA","FL","Dade","09/02/1967",1967,"40.0 mi. W of Miami","N.R. Holler",NA
4518,"432S","Squamata:  Serpentes","Colubridae","Nerodia",NA,"fasciata pictivientris","USA","FL","Dade",NA,1977,NA,"D. Pernikof","June 1977"
4519,"433S","Squamata:  Serpentes","Colubridae","Nerodia",NA,"fasciata pictivientris","USA","FL","Dade",NA,1977,NA,"D. Pernikof","June 1977"
4529,"443S","Squamata:  Serpentes","Colubridae","Nerodia",NA,"fasciata pictivientris","USA","FL","Dade",NA,1977,NA,"D. Pernikof","June 1977"
4530,"444S","Squamata:  Serpentes","Colubridae","Nerodia",NA,"fasciata pictivientris","USA","FL","Dade",NA,1977,NA,"D. Pernikof","June 1977"
4917,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"fasciata pictivientris","USA","FL","Valusia","04/10/1969",1969,"4.2 mi S Daytona Beach","J. Karel",NA
7193,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"fasciatus","USA","MO","Wayne","04/17/1999",1999,"Mingo NWR; 3.95mi. SW May Pond
Wayne Co. Bottoms","R. Daniel","juv. male collected under log"
4517,"431S","Squamata:  Serpentes","Colubridae","Nerodia",NA,"floridana","USA","FL","Dade",NA,1977,NA,"D. Pernikof","June 1977"
4531,"445S","Squamata:  Serpentes","Colubridae","Nerodia",NA,"floridana","USA","FL","Dade",NA,1977,NA,"D. Pernikof","June 1977"
4447,"361S","Squamata:  Serpentes","Colubridae","Nerodia",NA,"rhombifer","USA","MO","Bollinger","05/13/1967",1967,"Duck Creek Wldlfe Area","Herp. Class","Pres. 6-1-67"
4448,"362S","Squamata:  Serpentes","Colubridae","Nerodia",NA,"rhombifer","USA","MO","Stoddard","05/12/1967",1967,"Puxico","N.R. Holler",NA
4449,"363S","Squamata:  Serpentes","Colubridae","Nerodia",NA,"rhombifer","USA","TX","San Antonio","03/30/1968",1968,"Farm Rd. 1068, 4.0 mi. E of Mathis","Aldridge",NA
4450,"364S","Squamata:  Serpentes","Colubridae","Nerodia",NA,"rhombifer","USA","MO","Linn",NA,1960,"Fountain Grove Wldlfe Area, Meadville","R. McLaren","Female, born Sept. 1960"
4451,"365S","Squamata:  Serpentes","Colubridae","Nerodia",NA,"rhombifer","USA","MO","Bollinger","06/08/1967",1967,"Duck Creek","N.R. Holler",NA
4452,"366S","Squamata:  Serpentes","Colubridae","Nerodia",NA,"rhombifer","USA","MO","Bollinger","06/17/1967",1967,"Duck Creek","N.R. Holler",NA
4453,"367S","Squamata:  Serpentes","Colubridae","Nerodia",NA,"rhombifer","USA","MO","Bollinger","05/03/1967",1967,"Duck Creek Wldlfe Area","Herp. Class","Pres. 6-1-67"
4454,"369S","Squamata:  Serpentes","Colubridae","Nerodia",NA,"rhombifer","USA","AR","Searcy","03/31/1967",1967,"3.0 mi. S of Leslie on US 65",NA,NA
4863,"774S","Squamata:  Serpentes","Colubridae","Nerodia",NA,"rhombifer","USA","MO","Pike","10/04/1992",1992,"~0.5 mi. SSE of Ashburn, crossing road in Ted Shanks Wldlfe Area","B. Edmond",NA
4942,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"rhombifer","USA","MO","Bollinger","03/21/1967",1967,"Duck Creek WLA","J. Morris",NA
5979,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"rhombifer","USA","MO","Bollinger","04/08/1995",1995,"US 51, 0.1 mi E Stoddard Co. line, 2200 hrs","R. Daniel","ran over as I stopped for another N. rhom."
7080,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"rhombifer","USA","MO","Wayne","10/07/2000",2000,"Mingo NWR;  Mingo River at Flat Banks boat ramp  S20 27N 8E","B. Edmond
R. Daniel
J. Edmond
A. Edmond","female
SVL= 76.6 cm
TL= 96.6 cm"
7394,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"rhombifer","USA","MO","Pike","10/05/2002",2002,"Shanks Cons. Area; Bluff Rd, 0.1mi S Jct. CR116
SW S21 55N 2W","B. Edmond","DOR"
8075,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"rhombifer","USA","MO","Bollinger","03/07/1962",1962,"Duck Creek Cons. Area, Pool 1","E. Hartowicz",NA
8087,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"rhombifer","USA","MO","Bollinger","03/19/1963",1963,"Duck Creek Cons. Area, NW corner Pool 1","J.P. Rogers",NA
8696,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"rhombifer","USA","MO","Grundy","05/07/1964",1964,"1 mi. N Trenton","H.D. Crawford
",NA
8697,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"rhombifer","USA","MO","Grundy","05/05/1964",1964,"2 mi. E Trenton","H.D. Crawford
",NA
4337,"250S","Squamata:  Serpentes","Colubridae","Nerodia",NA,"sipedon","USA","MO","Jackson","06/05/1943",1943,NA,"V. Owens",NA
4431,"345S","Squamata:  Serpentes","Colubridae","Nerodia",NA,"sipedon","USA","MO","Boone","05/29/1952",1952,NA,"W. Baker",NA
4432,"346S","Squamata:  Serpentes","Colubridae","Nerodia",NA,"sipedon","USA","MO","Camden","07/12/1969",1969,"Near River Cave","Herp. Class",NA
4435,"349S","Squamata:  Serpentes","Colubridae","Nerodia",NA,"sipedon","USA","MO","Barry","07/19/1969",1969,"Indian Creek","Herp. Class",NA
4443,"357S","Squamata:  Serpentes","Colubridae","Nerodia",NA,"sipedon","USA","AR","Stone","04/03/1968",1968,"2.0 mi. S of Calico Rock",NA,NA
4444,"358S","Squamata:  Serpentes","Colubridae","Nerodia",NA,"sipedon","USA","MO","Boone",NA,1958,"Hunters Cave Area; Three Creeks St For","Wilkinson,& McLaren","June 1958"
4446,"360S","Squamata:  Serpentes","Colubridae","Nerodia",NA,"sipedon","USA","MO","Boone","05/29/1952",1952,NA,"W. Baker",NA
4860,"771S","Squamata:  Serpentes","Colubridae","Nerodia",NA,"sipedon","USA","MO","Pike","08/21/1992",1992,"Banks of creek, N side of Spencer farm, ~2.5 mi. WNW from Curryville","B. Edmond",NA
6618,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"sipedon","USA","MO","Chariton","05/27/1999",1999,"Swan Lake NWR, Silver Lake spillway","J. Daniel
R. Daniel","DOR male
SVL=21.3cm
TL=28.3cm"
6700,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"sipedon","USA","MO","Howard","09/23/1999",1999,"CR 128, 1.3mi. Jct. Rt. Y","R. Daniel","DOR female
SVL= 38.3 cm
TL= 50.0 cm"
6708,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"sipedon","USA","MO","Monroe","09/30/1999",1999,"Rt. AA at Bee Creek","R. Daniel","DOR male
SVL= 37.0 cm
TL= 49.6 cm"
6710,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"sipedon","USA","MO","Monroe","10/07/1999",1999,"CR 1010, 1.0mi W Jct. MO 151","R. Daniel","DOR female
SVL= 83.5cm
TL= 105.2cm"
7171,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"sipedon","USA","MO","Warren","05/31/2001",2001,"Bear Creek X High Hill Rd.
SW S20 47N 4W","R. Daniel","male
SVL= 21.8 cm
TL= 28.7 cm"
7189,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"sipedon","USA","MO","Randolph","06/29/2001",2001,"Moniteau Creek at RR bridge (CR 229)
NE S16 532N 14W","R. Daniel","juv. female
SVL= 27.4 cm
TL= 35.2 cm"
7206,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"sipedon","USA","MO","St. Clair","09/15/2001",2001,"Schell-Osage Cons. Area","B. Edmond","N38O 00.7987’
W94O 03.1488’"
7264,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"sipedon","USA","MO","Randolph","04/11/2002",2002,"CR 2220 (162), 0.35 mi N Jct. Rt. BB","R. Daniel","AOR male
SVL= 19.8 cm
TL= 25.7 cm"
7423,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"sipedon","USA","MO","Callaway","11/06/2002",2002,"CR 304, just E Jct. CR 305","R. Daniel","DOR male
SVL= 50.6 cm
TL= 68.5 cm"
7465,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"sipedon","USA","MO","Knox","05/17/2003",2003,"Henry Sever Lake Cons. Area
NE S14 60N 10W","B. Edmond
R. Daniel","male
SVL= 20.3 cm
TL= 26.1 cm"
7621,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"sipedon","USA","MO","Texas","11/02/2003",2003,"MO 17, 0.2mi S. Rt. AA
NESE S7 31N 10W","B. Edmond","DOR"
7707,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"sipedon","USA","MO","Lincoln","07/10/1979",1979,"no locality",NA,NA
7762,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"sipedon","USA","MO","Greene","05/17/2004",2004,"FR 133, 0.1mi N Jct. Rt. O
S22 30N 22W","B. Edmond","DOR, juv."
7792,NA,"Squamata:  Serpentes","Colubridae","Nerodia",NA,"sipedon","USA","MO","Greene","08/21/2004",2004,"Rt. O, 0.6mi E Jct. Rt. HH
S21 30N 22W","B. Edmond","neonate removed from DOR female"
