"Scientific Name","Common Name","Where Listed","Region  ","ESA Listing Status  ","Group"
"Cervus elaphus yarkandensis","Yarkand deer","Wherever found","Foreign","Endangered","Mammals"
"Bos gaurus","Seledang","Wherever found","Foreign","Endangered","Mammals"
"Rhinoceros unicornis","Great Indian rhinoceros","Nepal, India","Foreign","Endangered","Mammals"
"Syrmaticus mikado","Mikado pheasant","Wherever found","Foreign","Endangered","Birds"
"Tauraco bannermani","Bannerman's turaco","Wherever found","Foreign","Endangered","Birds"
"Planigale ingrami subtilissima","Little planigale","Wherever found","Foreign","Endangered","Mammals"
"Sphenodon guntheri","Brother's Island tuatara","Wherever found","Foreign","Endangered","Reptiles"
"Morenia ocellata","Burmese peacock turtle","Wherever found","Foreign","Endangered","Reptiles"
"Polyplectron emphanum","Palawan peacock pheasant","Wherever found","Foreign","Endangered","Birds"
"Hipposideros ridleyi","Singapore roundleaf horseshoe bat","Wherever found","Foreign","Endangered","Mammals"
"Ceratotherium simum cottoni","Northern white rhinoceros","Zaire, Uganda, Sudan, Central African Republic","Foreign","Endangered","Mammals"
"Casarea dussumieri","Round Island casarea boa","Wherever found","Foreign","Endangered","Reptiles"
"Podocnemis expansa","Tartaruga","Wherever found","Foreign","Endangered","Reptiles"
"Amazona imperialis","Imperial parrot","Wherever found","Foreign","Endangered","Birds"
"Lichenostomus melanops cassidix (=Meliphaga c.)","Helmeted honeyeater","Wherever found","Foreign","Endangered","Birds"
"Capra walie","Walia ibex","Wherever found","Foreign","Endangered","Mammals"
"Falco peregrinus peregrinus","Eurasian peregrine falcon","Wherever found","Foreign","Endangered","Birds"
"Equus hemionus","Asian wild ass","Wherever found","Foreign","Endangered","Mammals"
"Hemitriccus kaempferi","Kaempfer's tody-tyrant","Wherever found","Foreign","Endangered","Birds"
"Egretta eulophotes","Chinese egret","Wherever found","Foreign","Endangered","Birds"
"Coreobagrus ichikawai","Nekogigi (catfish)","Wherever found","Foreign","Endangered","Fishes"
"Felis nigripes","Black-footed cat","Wherever found","Foreign","Endangered","Mammals"
"Thylacinus cynocephalus","Tasmanian tiger","Wherever found","Foreign","Endangered","Mammals"
"Tapirus bairdii","Central American tapir","Wherever found","Foreign","Endangered","Mammals"
"Prionailurus (=Felis) bengalensis iriomotensis","Iriomote cat","Wherever found","Foreign","Endangered","Mammals"
"Cyclura collei","Jamaican iguana","Wherever found","Foreign","Endangered","Reptiles"
"Pudu pudu","Pudu","Wherever found","Foreign","Endangered","Mammals"
"Streptopelia picturata rostrata","Seychelles turtle dove","Wherever found","Foreign","Endangered","Birds"
"Ateles geoffroyi frontatus","Spider monkey","Wherever found","Foreign","Endangered","Mammals"
"Brachylophus vitiensis","Fiji crested iguana","Wherever found","Foreign","Endangered","Reptiles"
"Gallirallus (=Tricholimnas) sylvestris","Lord Howe wood rail","Wherever found","Foreign","Endangered","Birds"
"Hymenophysa curta","Ayumodoki (loach)","Wherever found","Foreign","Endangered","Fishes"
"Geoclemys hamiltonii","Spotted pond turtle","Wherever found","Foreign","Endangered","Reptiles"
"Cervus nippon kopschi","South China sika deer","Wherever found","Foreign","Endangered","Mammals"
"Pseudomys fumeus","Smoky mouse","Wherever found","Foreign","Endangered","Mammals"
"Syrmaticus humaie","Bar-tailed pheasant","Wherever found","Foreign","Endangered","Birds"
"Papilio chikae","Luzon peacock swallowtail butterfly","Wherever found","Foreign","Endangered","Insects"
"Salmo platycephalus","Ala balik (trout)","Wherever found","Foreign","Endangered","Fishes"
"Naemorhedus goral","Goral","Wherever found","Foreign","Endangered","Mammals"
"Priodontes maximus","Giant armadillo","Wherever found","Foreign","Endangered","Mammals"
"Lasiorhinus krefftii (formerly L. barnardi and L. gillespiei)","Queensland hairy-nosed wombat (incl. Barnard's)","Wherever found","Foreign","Endangered","Mammals"
"Bradypus torquatus","Brazilian three-toed sloth","Wherever found","Foreign","Endangered","Mammals"
"Chaetomys subspinosus","Thin-spined porcupine","Wherever found","Foreign","Endangered","Mammals"
"Vulpes velox hebes","Northern swift fox","Canada","Foreign","Endangered","Mammals"
"Drepanoptila holosericea","Cloven-feathered dove","Wherever found","Foreign","Endangered","Birds"
"Accipiter fasciatus natalis","Christmas Island goshawk","Wherever found","Foreign","Endangered","Birds"
"Penelope perspicax","Cauca guan","Wherever found","Foreign","Endangered","Birds"
"Macropus parma","Parma wallaby","Wherever found","Foreign","Endangered","Mammals"
"Anairetes alpinus","Ash-breasted tit-tyrant","Wherever found","Foreign","Endangered","Birds"
"Eurytides lysithous harrisianus","Harris' mimic swallowtail butterfly","Wherever found","Foreign","Endangered","Insects"
"Puffinus heinrothi","Heinroth's shearwater","Wherever found","Foreign","Threatened","Birds"
"Neotragus moschatus moschatus","Zanzibar suni","Wherever found","Foreign","Endangered","Mammals"
"Cyclura carinata bartschi","Mayaguana iguana","Wherever found","Foreign","Threatened","Reptiles"
"Pongo pygmaeus","Orangutan","Wherever found","Foreign","Endangered","Mammals"
"Cyclura nubila caymanensis","Cayman Brac ground iguana","Wherever found","Foreign","Threatened","Reptiles"
"Pyrrhura cruentata","Blue-throated (=ochre-marked) parakeet","Wherever found","Foreign","Endangered","Birds"
"Trachemys scripta callirostris","South American red-lined turtle","Wherever found","Foreign","Endangered","Reptiles"
"Caiman crocodilus crocodilus","Common caiman","Wherever found","Foreign","Similarity of Appearance (Threatened)","Reptiles"
"Castor fiber birulai","Beaver (Mongolian)","Wherever found","Foreign","Endangered","Mammals"
"Grallaria milleri","Brown-banded antpitta","Wherever found","Foreign","Endangered","Birds"
"Hypsipetes borbonicus olivaceus","Mauritius olivaceous Bulbul","Wherever found","Foreign","Endangered","Birds"
"Ducula mindorensis","Mindoro imperial (=zone-tailed) pigeon","Wherever found","Foreign","Endangered","Birds"
"Grus monacha","Hooded Crane","Wherever found","Foreign","Endangered","Birds"
"Gazella dama","Dama gazelle","Wherever found","Foreign","Endangered","Mammals"
"Bettongia lesueur","Lesueur's rat-kangaroo","Wherever found","Foreign","Endangered","Mammals"
"Pezoporus wallicus","Ground parrot","Wherever found","Foreign","Endangered","Birds"
"Petrogale xanthopus","Yellow-footed rock wallaby","Wherever found","Foreign","Endangered","Mammals"
"Psammobates geometricus","Geometric turtle","Wherever found","Foreign","Endangered","Reptiles"
"Axis porcinus kuhli","Kuhl's (=Bawean) deer","Wherever found","Foreign","Endangered","Mammals"
"Sminthopsis longicaudata","Long-tailed marsupial-mouse","Wherever found","Foreign","Endangered","Mammals"
"Acinonyx jubatus","Cheetah","Wherever found","Foreign","Endangered","Mammals"
"Columba mayeri","Pink pigeon","Wherever found","Foreign","Endangered","Birds"
"Capra falconeri megaceros","Kabul (straight-horned) markhor","Wherever found","Foreign","Threatened","Mammals"
"Parahyaena (=Hyaena) brunnea","Brown Hyena","Wherever found","Foreign","Endangered","Mammals"
"Trionyx ater","Cuatro Cienegas softshell turtle","Wherever found","Foreign","Endangered","Reptiles"
"Trichechus senegalensis","West African manatee","Wherever found","Foreign","Threatened","Mammals"
"Python molurus molurus","Indian python","Wherever found","Foreign","Endangered","Reptiles"
"Cyclura pinguis","Anegada ground iguana","Wherever found","Foreign","Endangered","Reptiles"
"Acrocephalus percernis aquilonis","Eiao Marquesas reed-Warbler","Wherever found","Foreign","Endangered","Birds"
"Setonix brachyurus","Quokka","Wherever found","Foreign","Endangered","Mammals"
"Capromys auritus","Large-eared hutia","Wherever found","Foreign","Endangered","Mammals"
"Bolyeria multocarinata","Round Island bolyeria boa","Wherever found","Foreign","Endangered","Reptiles"
"Xenicus longipes","New Zealand bushwren","Wherever found","Foreign","Endangered","Birds"
"Discoglossus nigriventer","Israel painted frog","Wherever found","Foreign","Endangered","Amphibians"
"Macrocephalon maleo","Maleo megapode","Wherever found","Foreign","Endangered","Birds"
"Rhinoceros sondaicus","Javan rhinoceros","Sikkim, Thailand, Malaysia, Indonesia, Indochina, Burma, Bangladesh","Foreign","Endangered","Mammals"
"Hemiphaga novaeseelandiae chathamensis","Chatham Island pigeon","Wherever found","Foreign","Endangered","Birds"
"Cervus elaphus barbarus","Barbary deer","Wherever found","Foreign","Endangered","Mammals"
"Leontopithecus spp.","Golden-rumped tamarin","Wherever found","Foreign","Endangered","Mammals"
"Geopsittacus occidentalis","Night (=Australian) parrot","Wherever found","Foreign","Endangered","Birds"
"Papilio homerus","Homerus swallowtail butterfly","Wherever found","Foreign","Endangered","Insects"
"Nectophrynoides spp.","African viviparous toads","Wherever found","Foreign","Endangered","Amphibians"
"Phascolarctos cinereus","Koala","Australia","Foreign","Threatened","Mammals"
"Phocoena sinus","Cochito","Wherever found","Foreign","Endangered","Mammals"
"Pentalagus furnessi","Ryukyu rabbit","Japan (Ryukyu Islands)","Foreign","Endangered","Mammals"
"Podarcis pityusensis","Ibiza wall lizard","Wherever found","Foreign","Threatened","Reptiles"
"Crossoptilon mantchuricum","Brown eared pheasant","Wherever found","Foreign","Endangered","Birds"
"Platanista gangetica minor","South Asian River dolphin","Wherever found","Foreign","Endangered","Mammals"
"Dryocopus javensis richardsi","Tristam's woodpecker","Wherever found","Foreign","Endangered","Birds"
"Bos mutus (=grunniens m.)","Wild yak","Wherever found","Foreign","Endangered","Mammals"
"Sminthopsis psammophila","Large desert marsupial-mouse","Wherever found","Foreign","Endangered","Mammals"
"Macrotis lagotis","Rabbit bandicoot","Wherever found","Foreign","Endangered","Mammals"
"Lagostrophus fasciatus","Banded hare wallaby","Wherever found","Foreign","Endangered","Mammals"
"Onychogalea fraenata","Brindled nail-tailed wallaby","Wherever found","Foreign","Endangered","Mammals"
"Rukia longirostra","Ponape greater white-eye","Wherever found","Foreign","Endangered","Birds"
"Lophura edwardsi","Edward's pheasant","Wherever found","Foreign","Endangered","Birds"
"Grus leucogeranus","Siberian white Crane","Wherever found","Foreign","Endangered","Birds"
"Myrmecobius fasciatus","Numbat","Wherever found","Foreign","Endangered","Mammals"
"Haematopus meadewaldoi","Canarian black oystercatcher","Wherever found","Foreign","Endangered","Birds"
"Cyclura cychlura figginsi","Exuma Island iguana","Wherever found","Foreign","Threatened","Reptiles"
"Bufo superciliaris","Cameroon toad","Wherever found","Foreign","Endangered","Amphibians"
"Cervus elaphus hanglu","Kashmir stag","Wherever found","Foreign","Endangered","Mammals"
"Lontra (=Lutra) longicaudis (incl. platensis)","Long-tailed otter","Wherever found","Foreign","Endangered","Mammals"
"Indri indri","Indri lemur","Wherever found","Foreign","Endangered","Mammals"
"Pterodroma aterrima","Mascarene black petrel","Wherever found","Foreign","Endangered","Birds"
"Andrias japonicus (=davidianus j.)","Japanese giant salamander","Wherever found","Foreign","Endangered","Amphibians"
"Caiman crocodilus apaporiensis","Apaporis River caiman","Wherever found","Foreign","Endangered","Reptiles"
"Turdus olivaceus helleri","Taita thrush","Wherever found","Foreign","Endangered","Birds"
"Laterallus tuerosi","Junin rail","Wherever found","Foreign","Endangered","Birds"
"Zyzomys pedunculatus","Australian native mouse","Wherever found","Foreign","Endangered","Mammals"
"Capra falconeri (=aegragrus) chiltanensis","Chiltan (=wild goat) markhor","Wherever found","Foreign","Endangered","Mammals"
"Blastocerus dichotomus","Marsh deer","Wherever found","Foreign","Endangered","Mammals"
"Ammodorcas clarkei","Clark's gazelle","Wherever found","Foreign","Endangered","Mammals"
"Pionopsitta pileata","Red-capped parrot","Wherever found","Foreign","Endangered","Birds"
"Varanus flavescens","Yellow monitor","Wherever found","Foreign","Endangered","Reptiles"
"Axis porcinus annamiticus","Indochina hog deer","Wherever found","Foreign","Endangered","Mammals"
"Prionailurus (=Felis) planiceps","Flat-headed cat","Wherever found","Foreign","Endangered","Mammals"
"Ara glaucogularis","Blue-throated macaw","Wherever found","Foreign","Endangered","Birds"
"Rupicapra rupicapra ornata","Apennine chamois","Wherever found","Foreign","Endangered","Mammals"
"<a target="_blank" ref="noopener noreferrer" href="/ecp/species/3240">Lemuridae (incl. genera Lemur Phaner Hapalemur Lepilemur Microcebus Allocebus Cheirogaleus Varecia)</a","Lemurs","Wherever found","Foreign","Endangered","Mammals"
"Pterodroma axillaris","Chatham Island petrel","Wherever found","Foreign","Endangered","Birds"
"Panthera tigris","Tiger","Wherever found","Foreign","Endangered","Mammals"
"Wyulda squamicaudata","Scaly-tailed possum","Wherever found","Foreign","Endangered","Mammals"
"Cervus duvauceli","Swamp deer","Wherever found","Foreign","Endangered","Mammals"
"Caiman yacare","Yacare Caiman","Wherever found","Foreign","Threatened","Reptiles"
"Picathartes oreas","Grey-necked rockfowl","Wherever found","Foreign","Endangered","Birds"
"Francolinus ochropectus","Djibouti francolin","Wherever found","Foreign","Endangered","Birds"
"Taurotragus derbianus derbianus","Western giant eland","Wherever found","Foreign","Endangered","Mammals"
"Varanus komodoensis","Komodo Island monitor","Wherever found","Foreign","Endangered","Reptiles"
"Geronticus eremita","Northern bald ibis","Wherever found","Foreign","Endangered","Birds"
"Ploceus golandi","Clarke's weaver","Wherever found","Foreign","Endangered","Birds"
"Antechinomys laniger","Eastern jerboa marsupial","Wherever found","Foreign","Endangered","Mammals"
"Cyrtodactylus serpensinsula","Serpent Island gecko","Wherever found","Foreign","Threatened","Reptiles"
"Trionyx hurum","Peacock softshell turtle","Wherever found","Foreign","Endangered","Reptiles"
"Lontra (=Lutra) provocax","Southern river otter","Wherever found","Foreign","Endangered","Mammals"
"Dermatemys mawii","Central American river turtle","Wherever found","Foreign","Endangered","Reptiles"
"Megalonaias nicklineana","Nicklin's pearlymussel","Wherever found","Foreign","Endangered","Clams"
"Lophura imperialis","Imperial pheasant","Wherever found","Foreign","Endangered","Birds"
"Harpia harpyja","Harpy eagle","Wherever found","Foreign","Endangered","Birds"
"Kobus leche","Red lechwe","Wherever found","Foreign","Threatened","Mammals"
"Conolophus pallidus","Barrington land iguana","Wherever found","Foreign","Endangered","Reptiles"
"Cyclura rileyi rileyi","Watling Island ground iguana","Wherever found","Foreign","Endangered","Reptiles"
"Cotinga maculata","Banded cotinga","Wherever found","Foreign","Endangered","Birds"
"Bebrornis rodericanus","Rodrigues warbler (old world warbler)","Wherever found","Foreign","Endangered","Birds"
"Pithecophaga jefferyi","Philippine eagle","Wherever found","Foreign","Endangered","Birds"
"Xenopirostris polleni","Pollen's vanga","Wherever found","Foreign","Threatened","Birds"
"Naemorhedus (=Capricornis) sumatraensis","Serow","Wherever found","Foreign","Endangered","Mammals"
"Trachypithecus (=Presbytis) pileatus","Capped Langur","Wherever found","Foreign","Endangered","Mammals"
"Dicerorhinus sumatrensis","Sumatran rhinoceros","Wherever found","Foreign","Endangered","Mammals"
"Phrynops hogei","Brazilian sideneck turtle","Wherever found","Foreign","Endangered","Reptiles"
"Cercopithecus lhoesti","L'hoest's monkey","Wherever found","Foreign","Endangered","Mammals"
"Martes flavigula chrysospila","Formosan yellow-throated marten","Wherever found","Foreign","Endangered","Mammals"
"Presbytis potenziani","Long-tailed langur","Indonesia","Foreign","Threatened","Mammals"
"Amazona leucocephala","Bahaman or Cuban parrot","Wherever found","Foreign","Endangered","Birds"
"Neomorphus geoffroyi dulcis","Southeastern rufous-vented ground cuckoo","Wherever found","Foreign","Endangered","Birds"
"Equus przewalskii","Przewalski's horse","Wherever found","Foreign","Endangered","Mammals"
"Oreophasis derbianus","Horned guan","Wherever found","Foreign","Endangered","Birds"
"Cacatua moluccensis","Salmon-crested cockatoo","Wherever found","Foreign","Threatened","Birds"
"Crax blumenbachii","Red-billed curassow","Wherever found","Foreign","Endangered","Birds"
"Burramys parvus","Mountain pygmy possum","Wherever found","Foreign","Endangered","Mammals"
"Cervus eldi","Eld's brow-antlered Deer","Wherever found","Foreign","Endangered","Mammals"
"Leopardus (=Felis) wiedii","Margay","Wherever found","Foreign","Endangered","Mammals"
"Turnagra capensis","New Zealand thrush (wattlebird)","Wherever found","Foreign","Endangered","Birds"
"Felis pardina","Spanish lynx","Wherever found","Foreign","Endangered","Mammals"
"Copsychus sechellarum","Seychelles magpie-robin (thrush)","Wherever found","Foreign","Endangered","Birds"
"Penelope albipennis","White-winged guan","Wherever found","Foreign","Endangered","Birds"
"Cynoscion macdonaldi","Totoaba (seatrout or weakfish)","Wherever found","Foreign","Endangered","Fishes"
"Amazona arausiaca","Red-necked parrot","Wherever found","Foreign","Endangered","Birds"
"Pangasius sanitwongsei","Catfish","Wherever found","Foreign","Endangered","Fishes"
"Trichechus inunguis","Amazonian manatee","Wherever found","Foreign","Endangered","Mammals"
"Brachyteles arachnoides","Woolly spider monkey","Wherever found","Foreign","Endangered","Mammals"
"Coquus typicus","Mauritius cuckoo-shrike","Wherever found","Foreign","Endangered","Birds"
"Pterodroma magentae","Magenta petrel","Wherever found","Foreign","Endangered","Birds"
"Chaeropus ecaudatus","Pig-footed bandicoot","Wherever found","Foreign","Endangered","Mammals"
"Nasalis larvatus","Proboscis monkey","Wherever found","Foreign","Endangered","Mammals"
"Mandrillus (=Papio) sphinx","Mandrill","Wherever found","Foreign","Endangered","Mammals"
"Chondrohierax uncinatus mirus","Grenada hook-billed kite","Wherever found","Foreign","Endangered","Birds"
"Abies guatemalensis","Guatemalan Fir (=pinabete)","Wherever found","Foreign","Threatened","Conifers and Cycads"
"Pipile jacutinga","Black-fronted piping-guan","Wherever found","Foreign","Endangered","Birds"
"Sus salvanius","Pygmy hog","Wherever found","Foreign","Endangered","Mammals"
"Coquus newtoni","Reunion cuckoo-shrike","Wherever found","Foreign","Endangered","Birds"
"Falco araea","Seychelles kestrel","Wherever found","Foreign","Endangered","Birds"
"Crocodylus palustris palustris","Mugger crocodile","Wherever found","Foreign","Endangered","Reptiles"
"Petroica multicolor multicolor","Scarlet-breasted robin (flycatcher)","Wherever found","Foreign","Endangered","Birds"
"Saguinus bicolor","Pied tamarin","Wherever found","Foreign","Endangered","Mammals"
"Hippotragus niger variani","Giant sable antelope","Wherever found","Foreign","Endangered","Mammals"
"Eulidia yarrellii","Chilean woodstar","Wherever found","Foreign","Endangered","Birds"
"Nycticebus pygmaeus","Lesser slow loris","Wherever found","Foreign","Threatened","Mammals"
"Cervus elaphus corsicanus","Corsican red deer","Wherever found","Foreign","Endangered","Mammals"
"Macaca silenus","Lion-tailed macaque","Wherever found","Foreign","Endangered","Mammals"
"Xeromys myoides","False water rat","Wherever found","Foreign","Endangered","Mammals"
"Amazona rhodocorytha","Red-browed parrot","Wherever found","Foreign","Endangered","Birds"
"Leiolopisma telfairi","Round Island skink","Wherever found","Foreign","Threatened","Reptiles"
"Aepyceros melampus petersi","Black-faced impala","Wherever found","Foreign","Endangered","Mammals"
"Otus ireneae","Morden's owlet","Wherever found","Foreign","Endangered","Birds"
"Thinornis novaeseelandiae","New Zealand shore plover","Wherever found","Foreign","Endangered","Birds"
"Petroica traversi","Chatham Island robin","Wherever found","Foreign","Endangered","Birds"
"Onychogalea lunata","Crescent nail-tailed wallaby","Wherever found","Foreign","Endangered","Mammals"
"Amytornis goyderi","Eyrean grasswren (flycatcher)","Wherever found","Foreign","Endangered","Birds"
"Pterodroma phaeopygia","Galapagos petrel","Wherever found","Foreign","Threatened","Birds"
"Ardeotis (=Choriotis) nigriceps","Great Indian bustard","Wherever found","Foreign","Endangered","Birds"
"Haliaeetus albicilla groenlandicus","Greenland white-tailed eagle","Wherever found","Foreign","Endangered","Birds"
"Melanosuchus niger","Black caiman","Wherever found","Foreign","Endangered","Reptiles"
"Mandrillus (=Papio) leucophaeus","Drill","Wherever found","Foreign","Endangered","Mammals"
"Prionodon pardicolor","Spotted linsang","Wherever found","Foreign","Endangered","Mammals"
"Tomistoma schlegelii","Tomistoma","Wherever found","Foreign","Endangered","Reptiles"
"Crocodylus novaeguineae mindorensis","Philippine crocodile","Wherever found","Foreign","Endangered","Reptiles"
"Lophophorus sclateri","Sclater's monal pheasant","Wherever found","Foreign","Endangered","Birds"
"Cuon alpinus","Dhole","Wherever found","Foreign","Endangered","Mammals"
"Cyclura rileyi cristata","White Cay ground iguana","Wherever found","Foreign","Threatened","Reptiles"
"Macaca fuscata","Japanese macaque","Wherever found","Foreign","Threatened","Mammals"
"Trionyx nigricans","Black softshell turtle","Wherever found","Foreign","Endangered","Reptiles"
"Cervus elaphus barbarus","Barbary stag","Wherever found","Foreign","Endangered","Mammals"
"Pterodroma madeira","Freira","Wherever found","Foreign","Endangered","Birds"
"Herpailurus (=Felis) yagouaroundi fossata","Guatemalan jaguarundi","Mexico,Nicaragua","Foreign","Endangered","Mammals"
"Chiropotes albinasus","White-nosed saki","Wherever found","Foreign","Endangered","Mammals"
"Saiga tatarica mongolica","Mongolian saiga (antelope)","Mongolia","Foreign","Endangered","Mammals"
"Cervus nippon grassianus","Shansi sika deer","Wherever found","Foreign","Endangered","Mammals"
"Hippocamelus bisulcus","South Andean huemul","Wherever found","Foreign","Endangered","Mammals"
"Catopuma (=Felis) temminckii","Asian golden (=Temmnick's) cat","Wherever found","Foreign","Endangered","Mammals"
"Leptotila rufaxilla wellsi","Grenada gray-fronted dove","Wherever found","Foreign","Endangered","Birds"
"Gallotia simonyi simonyi","Hierro giant lizard","Wherever found","Foreign","Endangered","Reptiles"
"Nasalis concolor","Pagi Island langur","Wherever found","Foreign","Endangered","Mammals"
"Neofelis nebulosa","Clouded leopard","Wherever found","Foreign","Endangered","Mammals"
"Lynx (=Felis) rufus escuinapae","Mexican bobcat","Wherever found","Foreign","Endangered","Mammals"
"Psephotus chrysopterygius","Golden-shouldered parakeet","Wherever found","Foreign","Endangered","Birds"
"Chlamyphorus truncatus","Pink fairy armadillo","Wherever found","Foreign","Endangered","Mammals"
"Falco punctatus","Mauritius kestrel","Wherever found","Foreign","Endangered","Birds"
"Pan troglodytes","Chimpanzee","Wherever found","Foreign","Endangered","Mammals"
"Larus audouinii","Audouin's gull","Wherever found","Foreign","Endangered","Birds"
"Manis temminckii","Temnick''s ground Pangolin","Wherever found","Foreign","Endangered","Mammals"
"Struthio camelus spatzi","West African ostrich","Wherever found","Foreign","Endangered","Birds"
"Eutriorchis astur","Madagascar serpent eagle","Wherever found","Foreign","Endangered","Birds"
"Crocodylus siamensis","Siamese crocodile","Wherever found","Foreign","Endangered","Reptiles"
"Colobus satanas","Black colobus monkey","Wherever found","Foreign","Endangered","Mammals"
"Ovis musimon ophion","Urial","Wherever found","Foreign","Endangered","Mammals"
"Nipponia nippon","Japanese crested ibis","Wherever found","Foreign","Endangered","Birds"
"Prionailurus (=Felis) bengalensis bengalensis","Leopard cat","Wherever found","Foreign","Endangered","Mammals"
"Phoenicoparrus andinus","Andean flamingo","Wherever found","Foreign","Endangered","Birds"
"Phelsuma edwardnewtoni","Day gecko","Wherever found","Foreign","Endangered","Reptiles"
"Bubalus quarlesi","Mountain anoa","Wherever found","Foreign","Endangered","Mammals"
"Cervus nippon taiouanus","Formosan sika deer","Wherever found","Foreign","Endangered","Mammals"
"Bos sauveli","Kouprey","Wherever found","Foreign","Endangered","Mammals"
"Gavialis gangeticus","Gavial","Wherever found","Foreign","Endangered","Reptiles"
"Malimbus ibadanensis","Ibadan malimbe","Wherever found","Foreign","Endangered","Birds"
"Gazella dorcas pelzelni","Pelzeln's gazelle","Wherever found","Foreign","Endangered","Mammals"
"Geochelone yniphora","Angulated tortoise","Wherever found","Foreign","Endangered","Reptiles"
"Pyrrhula pyrrhula murina","Sao Miguel bullfinch (finch)","Wherever found","Foreign","Endangered","Birds"
"Gymnobelideus leadbeateri","Leadbeater's Possum","Wherever found","Foreign","Endangered","Mammals"
"Pomarea nigra","Tahiti flycatcher","Wherever found","Foreign","Endangered","Birds"
"Accipiter francesii pusillus","Anjouan Island sparrowhawk","Wherever found","Foreign","Endangered","Birds"
"Rhodonessa caryophyllacea","Pink-headed duck","Wherever found","Foreign","Endangered","Birds"
"Pseudomys fieldi","Field's mouse","Wherever found","Foreign","Endangered","Mammals"
"Alethe choloensis","Thyolo alethe","Wherever found","Foreign","Endangered","Birds"
"Perameles eremiana","Desert bandicoot","Wherever found","Foreign","Endangered","Mammals"
"Trachypithecus (=Presbytis) francoisi","Francois' langur","Wherever found","Foreign","Endangered","Mammals"
"Rhinoptilus bitorquatus","Jerdon's courser","Wherever found","Foreign","Endangered","Birds"
"Crocodylus niloticus","Nile crocodile","Wherever found","Foreign","Threatened","Reptiles"
"Macropus giganteus tasmaniensis","Tasmanian forester kangaroo","Wherever found","Foreign","Endangered","Mammals"
"Chaetocercus berlepschi","Esmeraldas woodstar","Wherever found","Foreign","Endangered","Birds"
"Geochelone radiata","Madagascar radiated tortoise","Wherever found","Foreign","Endangered","Reptiles"
"Amazona brasiliensis","Red-tailed parrot","Wherever found","Foreign","Endangered","Birds"
"Romerolagus diazi","Volcano rabbit","Mexico","Foreign","Endangered","Mammals"
"Pseudomys occidentalis","Western mouse","Wherever found","Foreign","Endangered","Mammals"
"Bettongia gaimardi","Gaimard's rat-kangaroo","Wherever found","Foreign","Endangered","Mammals"
"Gorilla gorilla","Gorilla","Wherever found","Foreign","Endangered","Mammals"
"Pygathrix nemaeus","Douc langur","Wherever found","Foreign","Endangered","Mammals"
"Planigale tenuirostris","Southern planigale","Wherever found","Foreign","Endangered","Mammals"
"Agelastes meleagrides","White-breasted guineafowl","Wherever found","Foreign","Threatened","Birds"
"Foudia rubra","Mauritius fody","Wherever found","Foreign","Endangered","Birds"
"Cervus elaphus macneilii","McNeill's deer","Wherever found","Foreign","Endangered","Mammals"
"Acanthorutilus handlirschi","Cicek (minnow)","Wherever found","Foreign","Endangered","Fishes"
"Cyclura cychlura inornata","Allen's Cay iguana","Wherever found","Foreign","Threatened","Reptiles"
"Tragopan caboti","Cabot's tragopan pheasant","Wherever found","Foreign","Endangered","Birds"
"Dama mesopotamica (=dama m.)","Persian fallow deer","Wherever found","Foreign","Endangered","Mammals"
"Foudia flavicans","Rodrigues fody","Wherever found","Foreign","Endangered","Birds"
"Otus magicus (=insularis) insularis","Seychelles scops owl","Wherever found","Foreign","Endangered","Birds"
"Capra pyrenaica pyrenaica","Pyrenean ibex","Wherever found","Foreign","Endangered","Mammals"
"Lagothrix flavicauda","Yellow-tailed woolly monkey","Wherever found","Foreign","Endangered","Mammals"
"Procolobus (=Colobus) preussi (=badius p.)","Preuss' red colobus monkey","Wherever found","Foreign","Endangered","Mammals"
"Aquila heliaca adalberti","Spanish imperial eagle","Wherever found","Foreign","Endangered","Birds"
"Prietella phreatophila","Mexican blindcat (catfish)","Wherever found","Foreign","Endangered","Fishes"
"Cichlherminia iherminieri santaeluciae","St. Lucia Forest thrush","Wherever found","Foreign","Endangered","Birds"
"Malaconotus alius","Ulugura bush-shrike","Wherever found","Foreign","Threatened","Birds"
"Aptenodytes forsteri","emperor penguin","Wherever found","Foreign","Threatened","Birds"
"Eudyptes chrysocome","southern rockhopper penguin","New Zealand-Australia DPS","Foreign","Threatened","Birds"
"Eudyptes pachyrhynchus","fiordland crested penguin","Wherever found","Foreign","Threatened","Birds"
"Eudyptes sclateri","erect-crested penguin","Wherever found","Foreign","Threatened","Birds"
"Eudyptula albosignata","white-flippered penguin","Wherever found","Foreign","Threatened","Birds"
"Megadyptes antipodes","yellow-eyed penguin","Wherever found","Foreign","Threatened","Birds"
"Spheniscus demersus","African penguin","Wherever found","Foreign","Endangered","Birds"
"Spheniscus humboldti","Humboldt penguin","Wherever found","Foreign","Threatened","Birds"
"Crocodylus acutus","American crocodile","Wherever found, except in U.S.A. (FL)","Foreign","Endangered","Reptiles"
"Accipiter gentilis laingi","Queen Charlotte goshawk","British Columbia, Canada","Foreign","Threatened","Birds"
"Eriocnemis nigrivestis","black-breasted puffleg","Wherever found","Foreign","Endangered","Birds"
"Amazilia luciae","Honduran emerald hummingbird","Wherever found","Foreign","Endangered","Birds"
"Ara ambiguus","Great green macaw","Wherever found","Foreign","Endangered","Birds"
"Anodorhynchus hyacinthinus","Hyacinth macaw","Wherever found","Foreign","Threatened","Birds"
